1378919604	-19.812600	-43.192958	2990155883	-19.812531	-43.192926	8.425867	22.361697
1378919604	-19.812600	-43.192958	2396569085	-19.813165	-43.193039	63.417747	168.306523
1378923321	-19.813119	-43.160054	2998692593	-19.812712	-43.159592	66.197180	175.682957
1378923321	-19.813119	-43.160054	2984559448	-19.814229	-43.157497	300.189129	796.682182
1396335430	-19.812082	-43.193354	2990155836	-19.811996	-43.193629	30.299460	80.412772
1396335430	-19.812082	-43.193354	2990155861	-19.812301	-43.193031	41.651233	110.539631
1397188579	-19.811238	-43.190205	3265886661	-19.811293	-43.190194	6.272022	16.645535
1397188579	-19.811238	-43.190205	2396568998	-19.811301	-43.190841	66.967941	177.728506
1397222029	-19.809606	-43.169741	2396568942	-19.809672	-43.169628	13.988225	37.123828
1397222029	-19.809606	-43.169741	3266052093	-19.809850	-43.168929	92.189988	244.666157
1397222175	-19.810121	-43.168738	2396568946	-19.810232	-43.168525	25.440655	67.517824
1397222175	-19.810121	-43.168738	3266052093	-19.809850	-43.168929	36.211117	96.101920
1398453796	-19.812185	-43.192788	2990155843	-19.812165	-43.192802	2.644302	7.017803
1398453799	-19.813071	-43.194235	2396569085	-19.813165	-43.193039	126.057596	334.548559
1398453799	-19.813071	-43.194235	2990155939	-19.813303	-43.194890	73.182572	194.221728
1398453799	-19.813071	-43.194235	2990155875	-19.812440	-43.194881	97.437977	258.593975
1398453807	-19.812345	-43.192822	1399709102	-19.812314	-43.192546	29.006893	76.982384
1398453807	-19.812345	-43.192822	1398453796	-19.812185	-43.192788	19.605515	52.031747
1398453809	-19.812355	-43.192980	7979744772	-19.812526	-43.192967	19.008228	50.446585
1398453809	-19.812355	-43.192980	2990155871	-19.812364	-43.192854	13.715445	36.399887
1399709065	-19.810807	-43.193943	3354383690	-19.810903	-43.193965	10.835303	28.756180
1399709065	-19.810807	-43.193943	3354388160	-19.810617	-43.193901	21.635987	57.420485
1399709065	-19.810807	-43.193943	3354388146	-19.809376	-43.194463	178.629981	474.072208
1399709102	-19.812314	-43.192546	3348267116	-19.812576	-43.192031	61.534027	163.307256
1399709102	-19.812314	-43.192546	1398453796	-19.812185	-43.192788	29.069621	77.148859
1399709126	-19.807513	-43.193233	3354388118	-19.807312	-43.193504	36.101674	95.811466
1400869197	-19.808731	-43.181517	1400869198	-19.808915	-43.181290	31.332695	83.154908
1400869198	-19.808915	-43.181290	3265921449	-19.808993	-43.181365	11.771913	31.241883
1400869198	-19.808915	-43.181290	3265886673	-19.808923	-43.180925	38.971239	103.427103
2298259624	-19.818604	-43.145060	3262334830	-19.818089	-43.146565	167.541382	444.643796
2298259624	-19.818604	-43.145060	2298259713	-19.818845	-43.145043	29.295942	77.749500
2298259713	-19.818845	-43.145043	2974565542	-19.818883	-43.144887	16.872916	44.779607
2358832438	-19.808733	-43.179974	2358835089	-19.808345	-43.178887	121.568463	322.634696
2358835089	-19.808345	-43.178887	2998692450	-19.808195	-43.178246	69.185785	183.614519
2396568897	-19.807917	-43.182687	2998692417	-19.807826	-43.183127	47.046027	124.857057
2396568897	-19.807917	-43.182687	7980741809	-19.807974	-43.182705	6.588596	17.485699
2396568901	-19.808036	-43.176496	2998692441	-19.808064	-43.175998	52.161064	138.432029
2396568912	-19.808423	-43.174526	3266052080	-19.808585	-43.174295	30.162743	80.049934
2396568931	-19.809312	-43.172292	2998692516	-19.809382	-43.171576	75.335570	199.935643
2396568942	-19.809672	-43.169628	1397222175	-19.810121	-43.168738	105.639309	280.359769
2396568946	-19.810232	-43.168525	2998692540	-19.810285	-43.168421	12.401125	32.911770
2396568972	-19.810812	-43.167485	2998692577	-19.811499	-43.166210	154.186449	409.200683
2396568983	-19.810920	-43.192490	7980295085	-19.810948	-43.192413	8.609166	22.848159
2396568983	-19.810920	-43.192490	7980295086	-19.811094	-43.192538	20.020891	53.134127
2396568983	-19.810920	-43.192490	2990155779	-19.810683	-43.193134	72.383455	192.100922
2396568998	-19.811301	-43.190841	3265886662	-19.811362	-43.190837	6.751403	17.917778
2396568998	-19.811301	-43.190841	2396568983	-19.810920	-43.192490	181.619368	482.005843
2396569032	-19.811872	-43.194290	3354383690	-19.810903	-43.193965	113.126480	300.230228
