1375799062	-19.819611	-43.176929	3266160641	-19.818668	-43.177938	181.025753	165.930501
1375799063	-19.816553	-43.179166	2990156181	-19.817681	-43.178501	143.428393	131.468285
1375799063	-19.816553	-43.179166	2990156143	-19.815917	-43.178751	83.011109	76.089036
1375799063	-19.816553	-43.179166	2990156169	-19.817166	-43.179563	79.836915	73.179529
1375799064	-19.812361	-43.181121	2990155857	-19.812285	-43.181016	13.856908	12.701418
1375799213	-19.814216	-43.177659	2990155965	-19.813707	-43.177310	67.400645	61.780287
1375799213	-19.814216	-43.177659	1388527973	-19.814756	-43.178021	70.995299	65.075192
1375799213	-19.814216	-43.177659	2990155964	-19.813652	-43.178742	129.600163	118.793153
1377638206	-19.810804	-43.183976	1390636441	-19.811351	-43.183684	68.022849	62.350606
1377638206	-19.810804	-43.183976	2397520641	-19.810432	-43.182702	139.513335	127.879693
1377638206	-19.810804	-43.183976	2397520649	-19.811305	-43.184968	117.792396	107.970005
1377638206	-19.810804	-43.183976	1393566400	-19.810113	-43.184319	84.830257	77.756490
1377822689	-19.816594	-43.188659	1395234250	-19.816297	-43.187807	95.073328	87.145418
1377822689	-19.816594	-43.188659	2397520716	-19.815296	-43.188091	156.053871	143.040958
1377822690	-19.814533	-43.190023	7981070436	-19.814524	-43.190072	5.220633	4.785299
1377822690	-19.814533	-43.190023	2397520714	-19.814798	-43.189365	74.822209	68.582986
1377822690	-19.814533	-43.190023	2990156080	-19.815181	-43.190178	73.839119	67.681874
1388527969	-19.814032	-43.176720	3266162364	-19.813588	-43.176408	59.216507	54.278601
1388527969	-19.814032	-43.176720	2990155965	-19.813707	-43.177310	71.559786	65.592608
1388527969	-19.814032	-43.176720	1400864200	-19.814618	-43.176221	83.426450	76.469742
1388527969	-19.814032	-43.176720	2990156095	-19.815337	-43.177579	170.652891	156.422605
1388527973	-19.814756	-43.178021	2990156006	-19.814197	-43.179058	125.112330	114.679549
1388527973	-19.814756	-43.178021	1375799213	-19.814216	-43.177659	70.995299	65.075192
1388527973	-19.814756	-43.178021	1389502278	-19.815310	-43.178348	70.463188	64.587452
1388527978	-19.812543	-43.179479	2990155928	-19.813129	-43.178380	132.063415	121.051001
1388527978	-19.812543	-43.179479	1400864201	-19.812459	-43.179628	18.191317	16.674392
1388527978	-19.812543	-43.179479	3277594975	-19.813082	-43.179806	68.947152	63.197834
1389502236	-19.812860	-43.180182	3277594975	-19.813082	-43.179806	46.429954	42.558284
1389502236	-19.812860	-43.180182	2397520667	-19.812083	-43.180510	92.966777	85.214527
1389502236	-19.812860	-43.180182	2631006656	-19.813835	-43.179802	115.491187	105.860687
1389502278	-19.815310	-43.178348	3266160627	-19.815564	-43.178533	34.207220	31.354772
1389502278	-19.815310	-43.178348	2990156119	-19.815645	-43.178171	41.538794	38.074985
1389502278	-19.815310	-43.178348	1388527973	-19.814756	-43.178021	70.463188	64.587452
1389502278	-19.815310	-43.178348	1400866571	-19.814758	-43.179354	121.855350	111.694160
1389502283	-19.808954	-43.178632	2990155755	-19.809259	-43.178487	37.150771	34.052868
1389502302	-19.812214	-43.176085	2990155867	-19.812381	-43.176095	18.547789	17.001139
1389502302	-19.812214	-43.176085	2990155835	-19.812056	-43.176063	17.679122	16.204908
1389502302	-19.812214	-43.176085	2990155838	-19.812040	-43.176387	37.141979	34.044809
1390636440	-19.811837	-43.183311	1390636441	-19.811351	-43.183684	66.601371	61.047662
1390636440	-19.811837	-43.183311	2397520662	-19.811851	-43.182629	71.364143	65.413278
1390636440	-19.811837	-43.183311	2990155915	-19.812877	-43.183284	115.732196	106.081599
1390636440	-19.811837	-43.183311	2397520678	-19.812367	-43.184300	119.062016	109.133754
1390636441	-19.811351	-43.183684	1377638206	-19.810804	-43.183976	68.022849	62.350606
1390636441	-19.811351	-43.183684	1390636440	-19.811837	-43.183311	66.601371	61.047662
1390636441	-19.811351	-43.183684	2397520655	-19.811871	-43.184649	116.453445	106.742705
1390636456	-19.815876	-43.186597	2990156136	-19.815791	-43.186833	26.449296	24.243760
1390636456	-19.815876	-43.186597	2990156094	-19.815288	-43.185724	112.358063	102.988826
1390636456	-19.815876	-43.186597	2990156146	-19.816009	-43.186906	35.586052	32.618627
1390636457	-19.809554	-43.178378	2397520634	-19.810093	-43.179933	173.416356	158.955632
1390636457	-19.809554	-43.178378	1400866547	-19.810067	-43.178217	59.462322	54.503919
1390636457	-19.809554	-43.178378	2990155755	-19.809259	-43.178487	34.724416	31.828840
1391058310	-19.810304	-43.176827	3427761603	-19.810332	-43.176271	58.334911	53.470519
1391058310	-19.810304	-43.176827	2990155773	-19.810724	-43.176842	46.749820	42.851478
1391058344	-19.809803	-43.174561	2396568930	-19.809273	-43.175232	91.608239	83.969274
1391058344	-19.809803	-43.174561	2990155781	-19.810792	-43.175637	157.454071	144.324399
1391058356	-19.810681	-43.177375	1399709104	-19.810671	-43.177967	62.025523	56.853381
1391058356	-19.810681	-43.177375	2990155773	-19.810724	-43.176842	55.900549	51.239152
1391058356	-19.810681	-43.177375	1398479211	-19.809228	-43.178017	200.152195	183.462041
1391058376	-19.808936	-43.183427	2397520629	-19.809062	-43.183658	27.933842	25.604514
1393566400	-19.810113	-43.184319	2397520643	-19.810617	-43.185319	118.673445	108.777585
1393566400	-19.810113	-43.184319	2397520631	-19.809551	-43.184618	69.907565	64.078161
1393566400	-19.810113	-43.184319	1377638206	-19.810804	-43.183976	84.830257	77.756490
1393566404	-19.813892	-43.190029	2990155978	-19.813894	-43.189752	28.917081	26.505763
1393581814	-19.813516	-43.181251	2990156055	-19.814897	-43.182523	203.153652	186.213215
1393581814	-19.813516	-43.181251	3266107121	-19.812805	-43.181549	85.010108	77.921343
1393581814	-19.813516	-43.181251	2990156004	-19.814166	-43.180972	77.946443	71.446699
1393581816	-19.813684	-43.180469	2990156004	-19.814166	-43.180972	75.078056	68.817499
