0	1378923324
1	1380038458
2	1380038460
3	1380038464
4	1380038473
5	1388551270
6	1390641322
7	1395854424
8	1396045520
9	1396045524
10	1396329926
11	1396329942
12	1396329968
13	1396820300
14	1399741212
15	2974565406
16	2974565423
17	2974565546
18	2974565550
19	2974565558
20	2974565560
21	2974565591
22	2974565592
23	2974565600
24	2974565604
25	2974565609
26	2974565613
27	2974565621
28	2974565628
29	2974565836
30	2974565844
31	2974565851
32	2974565853
33	2974565854
34	2974565868
35	2974565884
36	2974565891
37	2974565899
38	2974565910
39	2974565916
40	2974565918
41	2974565921
42	2974565922
43	2974565924
44	2974565929
45	2974565931
46	2974566138
47	2974566140
48	2974566148
49	2974566153
50	2974566158
51	2974566159
52	2974566161
53	2974566162
54	2974566166
55	2974566167
56	2974566171
57	2974566185
58	2974566187
59	2974566194
60	2974566197
61	2974566199
62	2974566201
63	2974574696
64	2974574699
65	2974574711
66	2974574723
67	2974574726
68	2974574728
69	2974575035
70	2974575037
71	2974575039
72	2974575043
73	2974575059
74	2974575061
75	2974575066
76	2974575072
77	2974575078
78	2974575079
79	2974575081
80	2974575083
81	2974575086
82	2984557935
83	2984557951
84	2984557975
85	2984559451
86	2984559461
87	2984559463
88	2984559465
89	2984559471
90	2984559473
91	2984559475
92	2984559477
93	2984559478
94	2984559484
95	2984559486
96	2984559495
97	2984559504
98	2984586397
99	2984586398
100	2984586399
101	2984586400
102	2984586401
103	2984586402
104	2984586404
105	2984586405
106	2984586406
107	2984586407
108	2984586408
109	2984586409
110	2984586410
111	2984586411
112	2984586412
113	2984586418
114	2984586419
115	2984586420
116	2984586421
117	2984586423
118	2984586428
119	2984586429
120	2984591844
121	2984591849
122	2984591863
123	2984591864
124	2984591865
125	2984591866
126	2984591868
127	2984591871
128	2984591876
129	2984591886
130	2984595007
131	2984595010
132	2984598768
133	2984598769
134	2984598770
135	2984598771
136	2984598773
137	2984598774
138	2984598775
139	2984598776
140	2984598777
141	2984598778
142	2984598779
143	2984598780
144	2984598781
145	2984598782
146	2984598783
147	2984598784
148	2984598790
149	2984598798
150	2984598806
151	2998692619
152	2998692620
153	3262187626
154	3262187636
155	3262204865
156	3262204875
157	3262289500
158	3262289507
159	3262304429
160	3262304430
161	3262304436
162	3262304437
163	3262304440
164	3262307227
165	3262307228
166	3262332390
167	3262334831
168	3262339319
169	3262339323
170	3262388274
171	3262388275
172	3262388277
173	3262388279
174	3262388280
175	3262388284
176	3262388303
177	3262388305
178	3262388308
179	3262388322
180	3262388336
181	3262388340
182	3262388354
183	3262388356
184	3262388359
185	3262389165
186	3262389167
187	3262389178
188	3262389179
189	3262389188
190	3262389202
191	3262389203
192	3262389213
193	3262389221
194	3262389222
195	3262389223
196	3262398719
197	3262398729
198	3262398733
199	3262398743
200	3262401295
201	3262407157
202	3262407661
203	3262410497
204	3262410499
205	3265639409
206	3265666761
207	3265666762
208	3265679007
209	3265679008
210	3265679013
211	3265679026
212	3265679027
213	3265679035
214	3265713341
215	3265713342
216	3265713343
217	3265713524
218	3265713526
219	3265713527
220	3265713528
221	3265713530
222	3265715672
223	3265797049
224	3265797057
225	3265799162
226	3265802668
227	3265816894
228	3266240480
229	3266240498
230	3275012745
231	3275012746
232	3275012781
233	3275012785
234	3275012796
235	3275012802
236	3275012804
237	3275012808
238	3275012810
239	3275012811
240	3275012812
241	3275012813
242	3275012815
243	3275012816
244	3275012817
245	3275012818
246	3275012819
247	3275034210
248	3275034237
249	3275117555
250	3277068329
251	3277068331
252	3277068335
253	3277068339
254	3277068340
255	3277068343
256	3277068474
257	3277498614
258	3277519615
259	3354666548
260	3354666549
261	3354666556
262	3354666557
263	3354666558
264	3354666559
265	3360096841
266	3429132627
267	3429149507
268	4972501160
269	4972501163
270	5620141025
271	5620141358
272	7173313619
273	7173313620
274	8114513824
275	8133480841
276	8141511484
277	8169331463
