0	11459651327
1	11459656322
2	11460996958
3	11460996959
4	1380070407
5	1380070411
6	1390664425
7	1393566391
8	1393566395
9	1393567447
10	1393567464
11	1393567470
12	1396335401
13	1398450266
14	1399709138
15	2396569038
16	2396569047
17	2396569053
18	2396569061
19	2396569072
20	2396569073
21	2396569087
22	2396569093
23	2396569114
24	2396569118
25	2396569129
26	2397520652
27	2397520677
28	2397522246
29	2397522247
30	2397522259
31	2397522262
32	2990155840
33	2990155948
34	2990155985
35	2990156084
36	2990156087
37	2990156100
38	2996378563
39	2996378572
40	2996378575
41	2996378582
42	2996378589
43	2996378590
44	2996378596
45	2996378605
46	2996378611
47	2996378620
48	2996378623
49	2996378625
50	2996378630
51	2996379235
52	2996379240
53	2996379290
54	2998689501
55	2998689506
56	2998689513
57	2998689519
58	2998689523
59	2998691950
60	2998691954
61	2998691964
62	2998691967
63	2998691972
64	2998691975
65	2998691981
66	2998691982
67	2998691983
68	2998691984
69	2998691985
70	2998691990
71	2998691998
72	2998692001
73	2998692005
74	2998692006
75	2998692022
76	2998692026
77	2998692029
78	2998692033
79	2998692034
80	2998692036
81	2998692042
82	2998692043
83	2998692049
84	2998692053
85	2998692056
86	2998692060
87	2998692068
88	2998692078
89	2998692082
90	2998692085
91	2998692088
92	2998692093
93	2998692096
94	2998692099
95	2998692101
96	2998692102
97	2998692103
98	2998692109
99	2998692113
100	2998692119
101	2998692128
102	2998692131
103	2998692134
104	2998692135
105	2998692140
106	2998692141
107	2998692142
108	2998692145
109	2998692148
110	2998692149
111	2998692155
112	2998692167
113	2998692175
114	2998692179
115	2998692184
116	2998692186
117	2998692193
118	2998692197
119	2998692208
120	2998692211
121	2998692212
122	2998692213
123	2998692216
124	2998692224
125	2998692228
126	2998692232
127	2998692244
128	2998692246
129	2998692248
130	2998692249
131	2998692252
132	2998692253
133	2998692257
134	2998692267
135	2998692273
136	2998692277
137	2998692278
138	2998692280
139	2998692283
140	2998692287
141	2998692291
142	2998692293
143	2998692296
144	2998692301
145	2998692319
146	2998692325
147	2998692326
148	2998692330
149	2998692331
150	2998692334
151	2998692338
152	2998692343
153	2998692344
154	2998692350
155	2998692352
156	2998692360
157	2998692368
158	2998692372
159	2998692378
160	2998692379
161	2998692384
162	2998692385
163	2998692391
164	2998692398
165	2998692403
166	2998692405
167	2998692419
168	2998692426
169	2998692436
170	2998692443
171	2998692461
172	2998692467
173	2998692468
174	2998692472
175	2998692508
176	2998692523
177	2998692546
178	2998692553
179	3262092568
180	3262092585
181	3262092592
182	3262092596
183	3262092598
184	3262092619
185	3262092627
186	3262092634
187	3265885439
188	3266002267
189	3266002268
190	3266029692
191	3266029693
192	3266029695
193	3266029696
194	3266029697
195	3266029698
196	3266240505
197	3348232501
198	3348232508
199	3348307753
200	3348307762
201	3348307765
202	3348307767
203	3348307784
204	3348307785
205	3348307786
206	3348307787
207	3348309005
208	3348309024
209	3348309032
210	3348309047
211	3348309053
212	3354331370
213	3354332016
214	3354332022
215	3354332071
216	3354332072
217	3354332074
218	3354332075
219	3354332076
220	3354332080
221	3354332081
222	3354332087
223	3354332199
224	3354332217
225	3354332231
226	3354332283
227	3354332284
228	3354351886
229	3354352111
230	3354352134
231	3354383674
232	3354383677
233	3427397838
234	3427397852
235	3427397869
236	3427415360
237	3427415361
238	3427415373
239	3427415384
240	3427417341
241	3427732763
242	3427732764
243	3429198439
244	3429244293
245	3429244300
246	3641488087
247	3641488506
248	4972501122
249	4972501124
250	4972501125
251	4972501127
252	4972501129
253	4972501133
254	4972501145
255	4972501146
256	4972501149
257	4972501151
258	4972501152
259	4972501153
260	5620132411
261	5620132412
262	5620132414
263	5620132416
264	5620138574
265	6179019440
266	6179019483
267	6179021687
268	6179021690
269	6379748348
270	6379748349
271	7554825476
272	7554825477
273	7643062182
274	7643065703
275	7803001589
276	7803023839
277	7803023862
278	7806739787
279	7809094227
280	7809539787
281	7880408648
282	7880408649
283	7880408650
284	7880408656
285	7880408663
286	7880433509
287	7935808393
288	7976395054
289	7979700601
290	7980295113
291	7981070443
292	7981117102
293	8169452892
294	8170103007
295	9405802113
296	9405802126
297	9405802140
